SessionId,ConversationId,UtteranceIndex,Utterance,Role,Type,CreatedBy,CreationTime,UseForTraining,Category
c9502d35-6005-4647-8be5-9c4aa967629d,8208e1fb-51a3-427e-87df-bc0787833f96,1,Give me sales number for Air conditioners in Zone 43.,User,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:12:04 GMT+0530 (India Standard Time),yes,
c9502d35-6005-4647-8be5-9c4aa967629d,8208e1fb-51a3-427e-87df-bc0787833f96,2,"sales = budget_api(product_name='Air Conditioners', location_id='Zone 43')",AI,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:12:04 GMT+0530 (India Standard Time),yes,
6b1811fe-1024-4b1c-a641-0b738890bda4,d8f138f7-8d3d-4454-9ca6-3c3211a0b511,0,Hey! What brings you here today? How can I assist you?,AI,system,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:25:21 GMT+0530 (India Standard Time),yes,
6b1811fe-1024-4b1c-a641-0b738890bda4,d8f138f7-8d3d-4454-9ca6-3c3211a0b511,1,Give me the primary KVIs,User,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:25:21 GMT+0530 (India Standard Time),yes,
6b1811fe-1024-4b1c-a641-0b738890bda4,d8f138f7-8d3d-4454-9ca6-3c3211a0b511,2,"KVI = KVI_api(product_cateogry= '', location_name = '', type = 'Primary')",AI,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:25:21 GMT+0530 (India Standard Time),yes,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,0,Hey! What brings you here today? How can I assist you?,AI,system,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,1,Give me the sales margin for New York.,User,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,2,"sales, margin = movement_api(location_name='New York')",AI,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,3,"Give me the promotions for category ""Vitamins"".",User,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,4,"items = promo_api(product_category='Vitamins', location_name='', week='', type='', page_no='')",AI,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,5,Give me the cost of Basic Toy at East Base for Q2,User,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
6b1811fe-1024-4b1c-a641-0b738890bda4,07512e05-bbd4-47aa-adec-7f8256a57d33,6,".
 
  cost = cost_api(product_category='Basic Toy', location_name='East Base', quarter_no='Q2')",AI,query,Suriyadeepan Ramamoorthy,Fri Jun 02 2023 13:28:32 GMT+0530 (India Standard Time),no,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,6c85baf2-2620-4e5b-a76a-eeb172f7a932,0,Greetings! What can I do to assist you on this fine day?,AI,system,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:06:20 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,6c85baf2-2620-4e5b-a76a-eeb172f7a932,1,Give me the sales for Beauty product at Zone 67.,User,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:06:20 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,6c85baf2-2620-4e5b-a76a-eeb172f7a932,2,"budget = budget_api(product_name='Beauty', location_id='Zone 67')",AI,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:06:20 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,6c85baf2-2620-4e5b-a76a-eeb172f7a932,3,Give me the movement for Hygiene products at Zone 100.,User,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:06:20 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,6c85baf2-2620-4e5b-a76a-eeb172f7a932,4,"movement, sales, margin = movement_api(product_name='Hygiene', location_id='Zone 100')",AI,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:06:20 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,67bc71b4-8e63-4ce3-a07f-0e8fba970872,0,"Salutations! How may I help you achieve your goals?
 Salutations! How may I help you achieve your goal?",AI,system,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:07:51 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,67bc71b4-8e63-4ce3-a07f-0e8fba970872,1,Give me sales for Beauty product in Q3,User,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:07:51 GMT+0530 (India Standard Time),yes,
dd1cf25a-3bcb-4ffe-b8a8-172dd1bc222a,67bc71b4-8e63-4ce3-a07f-0e8fba970872,2,"sales, margin, movement = budget_api(product_name='Beauty', quarter_no='Q3')",AI,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 13:07:51 GMT+0530 (India Standard Time),yes,
4b608b8a-eb46-4436-87b2-de763bd79369,caeed5ce-7ab6-4bb1-8190-ecbff28e4f41,0,Welcome! How can I help you with your inquiries?,AI,system,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 14:45:33 GMT+0530 (India Standard Time),yes,
4b608b8a-eb46-4436-87b2-de763bd79369,caeed5ce-7ab6-4bb1-8190-ecbff28e4f41,1,Give me movement of Weapons at New York for last 6 months.,User,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 14:45:33 GMT+0530 (India Standard Time),yes,
4b608b8a-eb46-4436-87b2-de763bd79369,caeed5ce-7ab6-4bb1-8190-ecbff28e4f41,2,"movement, sales, margin = movement_api(product_name='Weapons', location_name='New York', start_date='6 months ago', end_date='now')",AI,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 14:45:33 GMT+0530 (India Standard Time),yes,
4b608b8a-eb46-4436-87b2-de763bd79369,caeed5ce-7ab6-4bb1-8190-ecbff28e4f41,3,Give me the primary KVIs at New York.,User,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 14:45:33 GMT+0530 (India Standard Time),yes,
4b608b8a-eb46-4436-87b2-de763bd79369,caeed5ce-7ab6-4bb1-8190-ecbff28e4f41,4,"KVI = KVI_api(product_cateogry='', location_name='New York', type='Primary')",AI,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 14:45:33 GMT+0530 (India Standard Time),yes,
18d74a22-6c4a-44df-87b5-b6b3c2dbfbed,4002f2f4-8a5f-420f-89f2-81e9cbba312e,0,Hi there! How may I be of assistance to you today?,AI,system,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 16:02:38 GMT+0530 (India Standard Time),yes,
18d74a22-6c4a-44df-87b5-b6b3c2dbfbed,4002f2f4-8a5f-420f-89f2-81e9cbba312e,1,Give me sales numbers for Earphones at Zone 22 in Feb.,User,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 16:02:38 GMT+0530 (India Standard Time),yes,
18d74a22-6c4a-44df-87b5-b6b3c2dbfbed,4002f2f4-8a5f-420f-89f2-81e9cbba312e,2,"sales = budget_api(product_name='Earphones', location_id='Zone 22', start_date='Feb 1', end_date='Feb 28')",AI,query,Suriyadeepan Ramamoorthy,Mon Jun 05 2023 16:02:38 GMT+0530 (India Standard Time),yes,
441db02b-7c58-4064-a227-fcc900736b46,412240fe-bfd6-4ad0-aa29-b57b8e15afab,0,Salutations! How may I help you achieve your goals?,AI,system,Suriyadeepan Ramamoorthy,Tue Jun 06 2023 11:40:05 GMT+0530 (India Standard Time),yes,
441db02b-7c58-4064-a227-fcc900736b46,412240fe-bfd6-4ad0-aa29-b57b8e15afab,1,What are the secondary KPIs at Wisconsin?,User,query,Suriyadeepan Ramamoorthy,Tue Jun 06 2023 11:40:05 GMT+0530 (India Standard Time),yes,
441db02b-7c58-4064-a227-fcc900736b46,412240fe-bfd6-4ad0-aa29-b57b8e15afab,2,"KVI = KVI_api(product_cateogry= """", location_name = 'Wisconsin', type = 'Secondary')",AI,query,Suriyadeepan Ramamoorthy,Tue Jun 06 2023 11:40:05 GMT+0530 (India Standard Time),yes,
