,ITEM_CODE,CATEGORY_NAME,ITEM_NAME,SUB_CATEGORY_NAME,A1_ITEM_CODE,Retailer Item Code,Description,A1_RET_ITEM_CODE,A1 Item Description,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A1_ITEM_NAME,STANDARD_UPC,RETAILER_ITEM_CODE,CATEGORY_ID,SUB_CATEGORY_ID,UPC,TITLE,DETAILED_DESCRIPTION
3518,0,BEER / WINE / ALCOHOL BEV.,FOUR POINTS TIER 4 4PK,BEERS - SPECIALTY & MICRO,0,1202488883,ELECTRO.WET MOPS AND CLOTHES,1201269912,ALL OTHER EVERYDAY GIFTS,3,75,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4777,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,ELECTRO.WET MOPS AND CLOTHES,1201269912,DONUTS - PLU,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4870,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,CHEESE,1201269912,SPECIALTY SALAD DRESSING,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4456,0,BEER / WINE / ALCOHOL BEV.,MARQUES DE TORO FINCA LA MOURA,WINE - IMPORTS,0,1202529050,ESSENTIAL OILS,1201269912,DONUTS - PLU,1,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4519,0,BEER / WINE / ALCOHOL BEV.,MIRAVAL ROSE DE PROVENCE,WINE - IMPORTS,0,1201280494,ESSENTIAL OILS,1201269912,HISPANIC,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4598,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,ESSENTIAL OILS,1201269912,ALL OTHER EVERYDAY GIFTS,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4603,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,ESSENTIAL OILS,1201269912,NON ALCOHOLICS - BEER,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4638,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,ESSENTIAL OILS,1201269912,POTATOES PREMIUM,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5923,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,ESSENTIAL OILS,1201269912,VITAMINS-SINGLE LETTERS,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5909,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,ETHNIC,1201269912,FRUIT SNACKS,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5648,0,BEER / WINE / ALCOHOL BEV.,SHUBREW PREMIUM TIER 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202220636,ETHNIC HAIR CARE,1201269912,NON ALCOHOLICS - BEER,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5905,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,ETHNIC HAIR CARE,1201269912,ITALIAN CHEESES,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
6263,0,BEER / WINE / ALCOHOL BEV.,WOODY LODGE BLUESBERRY,WINE - REGIONALS,0,1202247026,EVERYDAY COOLERS,1201269912,SUPER PREMIUM,4,66.66666667,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
6319,0,BEER / WINE / ALCOHOL BEV.,WOODY LODGE BLUESBERRY,WINE - REGIONALS,0,1202247026,EVERYDAY COOLERS,1201269912,FLAVORS REGULAR,4,66.66666667,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4651,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,EVERYDAY PARTYWARE,1201269912,RICOTTA,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4849,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,EVERYDAY PARTYWARE,1201269912,ITALIAN CHEESES,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4610,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,EVERYDAY SPECIALITY COOKIES,1201269912,UNCLASSIFIED SUB CATEGORY,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4653,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,EVERYDAY SPECIALITY COOKIES,1201269912,CHOICE CHKS (INCLUDE BRISKETS),5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3520,0,BEER / WINE / ALCOHOL BEV.,FOUR POINTS TIER 4 4PK,BEERS - SPECIALTY & MICRO,0,1202488883,CHEESE,1201269912,FRUIT SNACKS,3,75,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4859,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,EXTERNAL CREAMS / RUBS,1201269912,TRADITIONAL WHITE BREAD,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4786,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,EYE GLASS RACK,1201269912,SOUP,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
6280,0,BEER / WINE / ALCOHOL BEV.,WOODY LODGE BLUESBERRY,WINE - REGIONALS,0,1202247026,FACE ALMAY,1201269912,ALL OTHER EVERYDAY GIFTS,4,66.66666667,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3915,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,FACE COVER GIRL,1201269912,VITAMINS-SINGLE LETTERS,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4694,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACE COVER GIRL,1201269912,ONIONS WHITE,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4788,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACE COVER GIRL,1201269912,LIQUOR - GINS,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5947,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,FACE COVER GIRL,1201269912,NON ALCOHOLICS - BEER,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3797,0,BEER / WINE / ALCOHOL BEV.,HAZLITT RED CAT,WINE - REGIONALS,0,1200685056,FACIAL MOISTURIZERS AND TREATM,1201269912,LIQUOR-42 PROOF OR LESS,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3901,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,FACIAL MOISTURIZERS AND TREATM,1201269912,ITALIAN CHEESES,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3920,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,FACIAL MOISTURIZERS AND TREATM,1201269912,NATURAL&ORGANIC BAR&BODY WASH,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3929,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,FACIAL MOISTURIZERS AND TREATM,1201269912,CANNED & JAR SAUERKRAUT,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4791,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACIAL MOISTURIZERS AND TREATM,1201269912,SUPPLIES - PIE FILLING,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4807,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACIAL MOISTURIZERS AND TREATM,1201269912,MISC SPORTS,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4872,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACIAL MOISTURIZERS AND TREATM,1201269912,COOKIES ALL FAMILY,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4892,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACIAL MOISTURIZERS AND TREATM,1201269912,VEGAN/VEGETARIAN CONDIMENTS,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4997,0,BEER / WINE / ALCOHOL BEV.,OSKAR BLUES CANUNDRUM VAR 15PK,BEERS - SPECIALTY & MICRO,0,1202218063,FACIAL MOISTURIZERS AND TREATM,1201269912,ART SUPPLIES-A,4,66.66666667,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5904,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,FACIAL MOISTURIZERS AND TREATM,1201269912,PEPPERONI & SUMMER SAUSAGE,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5960,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,FACIAL MOISTURIZERS AND TREATM,1201269912,GRAB & GO,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
6301,0,BEER / WINE / ALCOHOL BEV.,WOODY LODGE BLUESBERRY,WINE - REGIONALS,0,1202247026,FACIAL MOISTURIZERS AND TREATM,1201269912,SALADS CRUNCHY BLENDS,4,66.66666667,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3925,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,FACIAL TISSUES,1201269912,ALL OTHER STATIONERY,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4751,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FACIAL TISSUES,1201269912,CHOICE BEEF LOINS,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5963,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,FAMILY VIDEOS,1201269912,DIGITAL VIDEO DISK,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4702,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FANS,1201269912,SANDRIDGE SALADS,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3919,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,FATHERS DAY CARDS,1201269912,WINE - ZINFANDEL,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4618,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FATHERS DAY CARDS,1201269912,ALL OTHER STATIONERY,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4673,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FATHERS DAY CARDS,1201269912,MARKET DISTRICT GEN. MERCH-A,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
4705,0,BEER / WINE / ALCOHOL BEV.,NEW TRAIL HAZY TWO 4PK CANS,BEERS - SPECIALTY & MICRO,0,1202508347,FATHERS DAY CARDS,1201269912,PROCESS INDIV WRAP SLICES,5,45.45454545,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
5919,0,BEER / WINE / ALCOHOL BEV.,TAYLOR FLADGATE LBV PORT,WINE - DESSERT,0,1202439811,FATHERS DAY CARDS,1201269912,ETHNIC HAIR CARE,2,50,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
3926,0,BEER / WINE / ALCOHOL BEV.,HUNGRY RUN SUMMER WISH,WINE - REGIONALS,0,1202369998,CHEESE,1201269912,ING CAKE - LAYER/SHEET/CUPCAKE,1,100,CRAFT BEER SINGLE FOR $3.00,NA,NA,NA,NA,NA,NA,NA
1338,0,BEER / WINE / ALCOHOL BEV.,1503M BULLEIT 95 RYE,LIQUOR - WHISKEY,0,1201622816,FIRST AID KITS,292550329,LIQUOR-42 PROOF OR LESS,1,100,9674B WOODFORD RSV BOURBON,NA,NA,NA,NA,NA,NA,NA
1404,0,BEER / WINE / ALCOHOL BEV.,2411L 1800 REPOSADO,LIQUOR - TEQUILA,0,1200759716,FIRST AID KITS,292550329,ELECTRO.WET MOPS AND CLOTHES,2,66.66666667,9674B WOODFORD RSV BOURBON,NA,NA,NA,NA,NA,NA,NA
1867,0,BEER / WINE / ALCOHOL BEV.,9046L SOBIESKI VODKA,LIQUOR - VODKA,0,1200615034,FIRST AID KITS,292550329,PRETZELS,1,100,9674B WOODFORD RSV BOURBON,NA,NA,NA,NA,NA,NA,NA
12888,0,SOFT DRINKS,SPRITE 1.25LT,LEMON/LIME & CITRUS,0,9001357,FISH,292550329,MD CHRISTMAS HOUSEWARES,1,100,9674B WOODFORD RSV BOURBON,NA,NA,NA,NA,NA,NA,NA
1347,0,BEER / WINE / ALCOHOL BEV.,202L DEWARS WHT LABEL SCOTCH,LIQUOR - SCOTCH,0,398970864,FLASHLIGHTS,292550329,ANTACID-TABLETS,1,50,9674B WOODFORD RSV BOURBON,NA,NA,NA,NA,NA,NA,NA
9775,0,HOUSEWARES,HB FOOD PROCSSR 6CP,SMALL APPLIANCES -A,0,1201522031,FLASHLIGHTS,1201560732,STARBUCKS MERCHANDISE,1,100,DAIRY PURE DCF FAT FREE PLAST,NA,NA,NA,NA,NA,NA,NA
13130,0,SPC HOUSEWARES,FRAME PAWLIDAYS,MD CHRISTMAS HOUSEWARES,0,1202569590,FLEA & TICK / MEDICAL,1201328812,TRADITIONAL WHITE BREAD,1,100,CREST VIVID WHITE 3D MINT,NA,NA,NA,NA,NA,NA,NA
13133,0,SPC HOUSEWARES,FRAME PAWLIDAYS,MD CHRISTMAS HOUSEWARES,0,1202569590,FLEA & TICK / MEDICAL,1201328812,TRASH BAGS,1,100,CREST VIVID WHITE 3D MINT,NA,NA,NA,NA,NA,NA,NA
3392,0,BEER / WINE / ALCOHOL BEV.,F COPPOLA SOFIA BLANC DE BLANC,WINE - SPARKLING WINES,0,1200094939,FLORAL CANDY,102916000,DONUTS - PLU,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
10660,0,SEAFOOD,FARMED AQUA MIDDLENECK USA,SHELLFISH,0,1202415890,FLORAL CANDY,102916000,SALTINES/SODA/ OYSTER CRACKERS,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
10739,0,SEASONAL GM,"7.5"" DIA PUMPKN-HRVST LEAVES",FALL TABLETOP,0,1202527313,FLORAL CANDY,102916000,BAGGED CITRUS LEMONS/LIMES,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
10740,0,SEASONAL GM,"7.5"" DIA PUMPKN-HRVST LEAVES",FALL TABLETOP,0,1202527313,FLORAL CANDY,102916000,MARGARINE-BOWLS,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
10744,0,SEASONAL GM,"7.5"" DIA PUMPKN-HRVST LEAVES",FALL TABLETOP,0,1202527313,FLORAL CANDY,102916000,LIQUOR-42 PROOF OR LESS,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
10746,0,SEASONAL GM,"7.5"" DIA PUMPKN-HRVST LEAVES",FALL TABLETOP,0,1202527313,FLORAL CANDY,102916000,ING CAKE - LAYER/SHEET/CUPCAKE,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
12440,0,SKIN CARE,CERAVE HEALING OINTMENT,HAND LOTION,0,1202398183,FLORAL CANDY,102916000,ALL OTHER EVERYDAY GIFTS,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
14351,0,VITAMINS,BONE STRENGTH TAKE CARE 60 T,VITAMINS-CALCIUM MINERALS,0,1201651766,FLORAL CANDY,102916000,ONIONS WHITE,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
14357,0,VITAMINS,BONE STRENGTH TAKE CARE 60 T,VITAMINS-CALCIUM MINERALS,0,1201651766,FLORAL CANDY,102916000,POTATOES PREMIUM,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
14360,0,VITAMINS,BONE STRENGTH TAKE CARE 60 T,VITAMINS-CALCIUM MINERALS,0,1201651766,FLORAL CANDY,102916000,VINEGAR/COOKING WINE-VINEG RED,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
14368,0,VITAMINS,BONE STRENGTH TAKE CARE 60 T,VITAMINS-CALCIUM MINERALS,0,1201651766,FLORAL CANDY,102916000,STARBUCKS TEAS,1,100,MC ONION POWDER,NA,NA,NA,NA,NA,NA,NA
891,0,BAKERY,CAKE - CHOC IRSH CHESECKE,CAKES - PLU TORTES & PETITE,0,1202572838,FOIL-A,403780826,ALL OTHER EVERYDAY GIFTS,1,100,LAWRY GARLIC POWDER W/PARSLEY,NA,NA,NA,NA,NA,NA,NA
10823,0,SEASONAL GM,EMSCO SHOVEL W/NYLON EDGE,SHOVELS/SCRAPERS,0,1200158437,FONDUE DIPS & SPREADS,403780826,DIGITAL VIDEO DISK,1,100,LAWRY GARLIC POWDER W/PARSLEY,NA,NA,NA,NA,NA,NA,NA
9681,0,HOUSEWARES,BM MD INSULATED SCAN PAY GOBAG,HOT COLD BAGS - A,0,1202221008,FOOD SERVICE PREPARED ON SITE,403780826,QUARTS,1,100,LAWRY GARLIC POWDER W/PARSLEY,NA,NA,NA,NA,NA,NA,NA
6660,0,CANDY,8OZ PECAN TREATS,FLORAL CANDY,0,1201105085,FORMULA-CONV LIQUID RTD,483304000,TRADITIONAL WHITE BREAD,1,100,GIARUSSA RED WINE VINEGAR,NA,NA,NA,NA,NA,NA,NA
6675,0,CANDY,8OZ PECAN TREATS,FLORAL CANDY,0,1201105085,FORMULA-CONV POWDER BULK SZ,483304000,DONUTS - PLU,1,100,GIARUSSA RED WINE VINEGAR,NA,NA,NA,NA,NA,NA,NA
14707,0,VITAMINS,NEW CHAPTER ALL FLORA PROBIOTI,SPECIALTY SUPPLEMENTS,0,1202400125,FORMULA-CONV POWDER BULK SZ,483304000,LIQUOR-42 PROOF OR LESS,1,100,GIARUSSA RED WINE VINEGAR,NA,NA,NA,NA,NA,NA,NA
1507,0,BEER / WINE / ALCOHOL BEV.,5065B JAMESON COLD BREW,LIQUOR - WHISKEY,0,1202477108,FORMULA-SPEC POWDER,23022495,DIGITAL VIDEO DISK,1,100,412L BACARDI LIMON RUM,NA,NA,NA,NA,NA,NA,NA
1520,0,BEER / WINE / ALCOHOL BEV.,5065B JAMESON COLD BREW,LIQUOR - WHISKEY,0,1202477108,FORMULA-SPEC POWDER,23022495,SPICE - MISC & DSD SPICES,1,100,412L BACARDI LIMON RUM,NA,NA,NA,NA,NA,NA,NA
13174,0,SPC HOUSEWARES,MTL WALL SIGN WONDERFUL,MD CHRISTMAS HOUSEWARES,0,1202569596,FORMULA-SPEC POWDER,1201361356,ALL OTHER EVERYDAY GIFTS,1,50,BADIA POULTRY SEASON JAR,NA,NA,NA,NA,NA,NA,NA
1513,0,BEER / WINE / ALCOHOL BEV.,5065B JAMESON COLD BREW,LIQUOR - WHISKEY,0,1202477108,FORMULA-UP AGE,23022495,MARKET DISTRICT ASIAN,1,100,412L BACARDI LIMON RUM,NA,NA,NA,NA,NA,NA,NA
654,0,AS SEEN ON TV & KAB,PET SLIPPERS SCHNAUZER,AS SEEN ON TV,0,1202469300,FOSTER GRANT EYEWEAR,17560000,COOKING SAUCES-HOT SAUCE,1,100,HAVANA BLOSSOM CHEW TOB,NA,NA,NA,NA,NA,NA,NA
1336,0,BEER / WINE / ALCOHOL BEV.,1494B BRUGAL ANEJO RUM,LIQUOR - RUMS,0,1201526434,FOSTER GRANT EYEWEAR,636914686,CARROTS BASE BABY CUT,1,100,2721B DON JULIO ANEJO,NA,NA,NA,NA,NA,NA,NA
1466,0,BEER / WINE / ALCOHOL BEV.,3620B GLENFIDCH 15,LIQUOR - SCOTCH,0,1200038529,FOSTER GRANT EYEWEAR,636914686,CHEESE CRUMBLES,1,100,2721B DON JULIO ANEJO,NA,NA,NA,NA,NA,NA,NA
1516,0,BEER / WINE / ALCOHOL BEV.,5065B JAMESON COLD BREW,LIQUOR - WHISKEY,0,1202477108,FOSTER GRANT EYEWEAR,23022495,ALL OTHER EVERYDAY GIFTS,1,100,412L BACARDI LIMON RUM,NA,NA,NA,NA,NA,NA,NA
1522,0,BEER / WINE / ALCOHOL BEV.,5065B JAMESON COLD BREW,LIQUOR - WHISKEY,0,1202477108,FOSTER GRANT EYEWEAR,23022495,BAGGED CITRUS LEMONS/LIMES,1,100,412L BACARDI LIMON RUM,NA,NA,NA,NA,NA,NA,NA
1523,0,BEER / WINE / ALCOHOL BEV.,5065B JAMESON COLD BREW,LIQUOR - WHISKEY,0,1202477108,FOSTER GRANT EYEWEAR,23022495,BEERS-BELOW PREM.POPU.&BUDGET,1,100,412L BACARDI LIMON RUM,NA,NA,NA,NA,NA,NA,NA
1879,0,BEER / WINE / ALCOHOL BEV.,9135L STOLICHNAYA VODKA,LIQUOR - VODKA,0,1201606839,FOSTER GRANT EYEWEAR,636914686,BEST MARKETS CHICKEN,2,40,2721B DON JULIO ANEJO,NA,NA,NA,NA,NA,NA,NA
3271,0,BEER / WINE / ALCOHOL BEV.,EDNA VALLEY PINOT GRIGIO,WINE - OTHER WHITE,0,1201753513,FOSTER GRANT EYEWEAR,1200423308,QUARTS,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
3469,0,BEER / WINE / ALCOHOL BEV.,FIREBALL VALETINES 10PK/50ML,LIQUOR - WHISKEY,0,1202488252,FOSTER GRANT EYEWEAR,636914686,COOKIES ALL FAMILY,1,100,2721B DON JULIO ANEJO,NA,NA,NA,NA,NA,NA,NA
5542,0,BEER / WINE / ALCOHOL BEV.,SCHM SOHNE LIEB,WINE - IMPORTS,0,328660000,FOSTER GRANT EYEWEAR,1200423308,SALADS CRUNCHY BLENDS,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
7464,0,DELI,BLACK KASSEL MAILANDER SLM-CD,BULK CHARCUTERIE,0,1200619879,FOSTER GRANT EYEWEAR,1200057494,DRIED RICE,1,100,SPEC RING A WORD,NA,NA,NA,NA,NA,NA,NA
7523,0,DELI,BRKLYN CRD BRESAOLA-CD,BULK CHARCUTERIE,0,1202560497,FOSTER GRANT EYEWEAR,1200057494,MARGARINE-BOWLS,1,100,SPEC RING A WORD,NA,NA,NA,NA,NA,NA,NA
7527,0,DELI,BRKLYN CRD BRESAOLA-CD,BULK CHARCUTERIE,0,1202560497,FOSTER GRANT EYEWEAR,1200057494,JUICES 1%-24% JUICE,1,100,SPEC RING A WORD,NA,NA,NA,NA,NA,NA,NA
7546,0,DELI,CAMEMBERT AU CALVADOS-CD,FRENCH CHS & BRIE,0,1200918095,FOSTER GRANT EYEWEAR,1201389127,WINE - ZINFANDEL,1,100,SUSHIC SPECIAL ORDER,NA,NA,NA,NA,NA,NA,NA
7825,0,ELECTRICAL/HARDWARE,JASCO 25FT OUTDOOR EXT CORD,ELECTRICAL CORDS-A,0,1200195956,FOSTER GRANT EYEWEAR,1200423308,ONIONS WHITE,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
10185,0,NATURAL PRODUCTS,REALLY RAW HONEY,RAW,0,1201124976,FOSTER GRANT EYEWEAR,1200423308,PRETZELS,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
10186,0,NATURAL PRODUCTS,REALLY RAW HONEY,RAW,0,1201124976,FOSTER GRANT EYEWEAR,1200423308,PROCESS INDIV WRAP SLICES,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
10187,0,NATURAL PRODUCTS,REALLY RAW HONEY,RAW,0,1201124976,FOSTER GRANT EYEWEAR,1200423308,REF ORANGE JUICE,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
10188,0,NATURAL PRODUCTS,REALLY RAW HONEY,RAW,0,1201124976,FOSTER GRANT EYEWEAR,1200423308,SPECIALTY ITALIAN,1,100,DAVID PUMPKIN SEEDS,NA,NA,NA,NA,NA,NA,NA
10891,0,SEASONAL/PARTY/TOYS/CARDS,BAG PPY GIFT BAG S,GIFT BAGS EVERYDAY,0,8938434,FOSTER GRANT EYEWEAR,1201389127,TURKEY PARTS,1,100,SUSHIC SPECIAL ORDER,NA,NA,NA,NA,NA,NA,NA
10892,0,SEASONAL/PARTY/TOYS/CARDS,BAG PPY GIFT BAG S,GIFT BAGS EVERYDAY,0,8938434,FOSTER GRANT EYEWEAR,1201389127,VALENTINE CANDY,1,100,SUSHIC SPECIAL ORDER,NA,NA,NA,NA,NA,NA,NA
