SeedId,SynthId,UtteranceIndex,Utterance,Role,Type,SythesizedBy,SynthesisTime,Category
NA,90d4db60-c13d-4c1f-bc95-3664bd7aeb66,1,"Call Movement API with {""product-name"" = ""Snacks and Confectionery"", ""location-name"" = ""Zone 150"", year = ""last 2"", ""location-aggregate-level"" = ""week""} and Call Movement API with {""product-name"" = ""Snacks and Confectionery"", ""location-name"" = ""Zone 150"", year = ""current"", ""location-aggregate-level"" = ""week""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Sales Comparison
NA,1a7179b8-47f2-4007-b991-6c55615a7d16,0,Can you give me a list of upcoming items with a BOGO offer in the Home Decor category? Which of these items are on page 1 of the ad in Zone 670?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,1a7179b8-47f2-4007-b991-6c55615a7d16,1,"Call Promo API with {""product-name"" = ""Home Decor"", ""location-name"" = ""Zone 670"", ""week"" = ""upcoming"", ""type"" = ""BOGO"", ""page-no"" = 1}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,969ea843-2a0c-430f-aa40-a397f130fbc6,0,Which products are planned to have a Buy One Get One Half Off offer in the next week for the Electronics category and in Zone 240?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,969ea843-2a0c-430f-aa40-a397f130fbc6,1,"Call Promo API with {""product-name"" = ""Electronics"", ""location-name"" = ""Zone 240"", ""week"" = ""next week"", ""type"" = ""BOGO Half Off""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,d602507a-41d0-4b31-a703-63f0436a89de,0,Give me a list of items that will be on sale in the coming week in the Fashion category. Which of these items are on the front page of the ad in Zone 360?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,d602507a-41d0-4b31-a703-63f0436a89de,1,"Call Promo API with {""product-name"" = ""Fashion"", ""location-name"" = ""Zone 360"", ""week"" = ""coming week"", ""category"" = ""Fashion"", ""page-no"" = 1}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,9a7bda7b-8cdb-4078-8e8a-fd76dd33a28b,0,What are the upcoming products with a BOGO Free offer in the Health and Wellness category? Which of these products are available in Zone 520?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,9a7bda7b-8cdb-4078-8e8a-fd76dd33a28b,1,"Call Promo API with {""product-name"" = ""Health and Wellness"", ""location-name"" = ""Zone 520"", ""week"" = ""upcoming"", ""type"" = ""BOGO Free""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,2aa310dd-9dbc-4a65-955e-75731bf6db12,0,Which items will be part of a Buy 2 Get 1 Free offer in the next few days in the Toys category in Zone 410?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,2aa310dd-9dbc-4a65-955e-75731bf6db12,1,"Call Promo API with {""product-name"" = ""Toys"", ""location-name"" = ""Zone 410"", ""week"" = ""next few days"", ""type"" = ""Buy 2 Get 1 Free""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,26d53b39-acd8-447a-a7bf-d9e47a0545e4,0,Can you provide me with a list of products planned to be on sale next week in the Beauty category? Which of these items are in Zone 980?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,26d53b39-acd8-447a-a7bf-d9e47a0545e4,1,"Call Promo API with {""product-name"" = ""Beauty"", ""location-name"" = ""Zone 980"", ""week"" = ""next week"", ""category"" = ""Beauty""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,c414d83b-58d7-4196-b0de-962eb2daf5fd,0,What products will be part of a 20% off promotion in the coming days in the Home Appliances category? Are any of these products available in Zone 120?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,c414d83b-58d7-4196-b0de-962eb2daf5fd,1,"Call Promo API with {""product-name"" = ""Home Appliances"", ""location-name"" = ""Zone 120"", ""week"" = ""coming days"", ""type"" = ""20% off""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,8f514dac-4a0a-476a-a441-8a022bbe9876,0,Which products are planned to have a BOGO 50% off offer in the next week in the Baby Care category? Are any of these products available in Zone 820?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,8f514dac-4a0a-476a-a441-8a022bbe9876,1,"Call Promo API with {""product-name"" = ""Baby Care"", ""location-name"" = ""Zone 820"", ""week"" = ""upcoming"", ""type"" = ""BOGO 50% off""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,34b3a7fd-fba7-4ac3-be6c-5f7c43657c75,0,What are the upcoming products with a Buy 3 Get 1 Free offer in the Pet Supplies category? Which of these products are in Zone 710?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,34b3a7fd-fba7-4ac3-be6c-5f7c43657c75,1,"Call Promo API with {""product-name"" = ""Pet Supplies"", ""location-name"" = ""Zone 710"", ""week"" = ""next few days"", ""type"" = ""Buy 3 Get 1 Free""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,b8557d38-97d6-4efe-a95d-104ec0ba9353,0,Give me a list of items that will be on sale in the coming week in the Grocery category. Which of these items are on the back page of the ad in Zone 590?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,b8557d38-97d6-4efe-a95d-104ec0ba9353,1,"Call Promo API with {""product-name"" = ""Grocery"", ""location-name"" = ""Zone 590"", ""week"" = ""coming week"", ""category"" = ""Grocery"", ""page-no"" = ""back""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,b548ece3-ca05-4604-bc3b-d1233b348584,0,Which products will be part of a Buy One Get One Free offer in the next few days in the Home Improvement category? Are any of these products available in Zone 380?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,b548ece3-ca05-4604-bc3b-d1233b348584,1,"Call Promo API with {""product-name"" = ""Home Improvement"", ""location-name"" = ""Zone 380"", ""week"" = ""next few days"", ""type"" = ""BOGO Free""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,fe80195d-bfd8-4ee3-bfa2-9081d38abd48,0,Give me a list of upcoming items with a BOGO 25% off offer in the Toys category. Which of these items are in Zone 950?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,fe80195d-bfd8-4ee3-bfa2-9081d38abd48,1,"Call Promo API with {""product-name"" = ""Toys"", ""location-name"" = ""Zone 950"", ""week"" = ""upcoming"", ""type"" = ""BOGO 25% off""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,32ef00a3-1c39-4ea1-a439-2e8468602a41,0,What products will be part of a 30% off promotion in the coming days in the Sports category? Are any of these products available in Zone 70?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,32ef00a3-1c39-4ea1-a439-2e8468602a41,1,"Call Promo API with {""product-name"" = ""Sports"", ""location-name"" = ""Zone 70"", ""week"" = ""coming days"", ""type"" = ""30% off""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,70ff162a-1901-4825-96d9-265d2ae40787,0,Which items are planned to be on sale next week in the Kitchen Appliances category? Are any of these items on the endcaps in Zone 890?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,70ff162a-1901-4825-96d9-265d2ae40787,1,"Call Promo API with {""product-name"" = ""Kitchen Appliances"", ""location-name"" = ""Zone 890"", ""week"" = ""next week"", ""category"" = ""Kitchen Appliances"", ""endcaps"" = ""yes""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,f156a04e-92c4-49ae-9e84-ec0dcf20e5b8,0,Can you provide me with a list of products planned to be part of a Buy 2 Get 2 Free offer in the next few days in the Office Supplies category? Which of these products are available in Zone 580?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,f156a04e-92c4-49ae-9e84-ec0dcf20e5b8,1,"Call Promo API with {""product-name"" = ""Office Supplies"", ""location-name"" = ""Zone 580"", ""week"" = ""next few days"", ""type"" = ""Buy 2 Get 2 Free""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,29535614-f364-4c6e-86da-f9c596e026af,0,What are the upcoming products with a Buy One Get One 25% off offer in the Health and Beauty category? Which of these products are in Zone 420?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,29535614-f364-4c6e-86da-f9c596e026af,1,"Call Promo API with {""product-name"" = ""Health and Beauty"", ""location-name"" = ""Zone 420"", ""week"" = ""upcoming"", ""type"" = ""BOGO 25% off""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
NA,6523d0cc-c1a8-4c4d-820d-ef362a69dbd4,0,Give me a list of items that will be part of a 10 for $10 promotion in the coming week in the Snacks category. Which of these items are on the side panels of the ad in Zone 300?,User,query,Suriyadeepan Ramamoorthy,NA,Promotions
NA,6523d0cc-c1a8-4c4d-820d-ef362a69dbd4,1,"Call Promo API with {""product-name"" = ""Snacks"", ""location-name"" = ""Zone 300"", ""week"" = ""coming week"", ""type"" = ""10 for $10"", ""page-no"" = ""side panels""}",AI,api_call,Suriyadeepan Ramamoorthy,NA,Promotions
